from_currency,to_currency,exchange_rate,effective_date
USD,DKK,6.898,2024-07-09
USD,EUR,0.92473,2024-07-09
USD,GBP,0.78131,2024-07-09
USD,HKD,7.8118,2024-07-09
USD,HUF,365.45,2024-07-09
USD,IDR,16269.0,2024-07-09
USD,ILS,3.6733,2024-07-09
USD,INR,83.49,2024-07-09
USD,ISK,137.88,2024-07-09
USD,JPY,161.09,2024-07-09
USD,KRW,1383.4,2024-07-09
USD,MXN,18.019,2024-07-09
USD,MYR,4.7075,2024-07-09
USD,NOK,10.6242,2024-07-09
USD,NZD,1.635,2024-07-09
USD,PHP,58.451,2024-07-09
USD,PLN,3.9433,2024-07-09
USD,RON,4.5988,2024-07-09
USD,SEK,10.5622,2024-07-09
USD,SGD,1.3508,2024-07-09
USD,THB,36.415,2024-07-09
USD,TRY,32.918,2024-07-09
USD,ZAR,18.1746,2024-07-09
USD,AUD,1.4829,2024-07-08
USD,BGN,1.8051,2024-07-08
USD,BRL,5.4698,2024-07-08
USD,CAD,1.3634,2024-07-08
USD,CHF,0.89626,2024-07-08
USD,CNY,7.2696,2024-07-08
USD,CZK,23.223,2024-07-08
USD,DKK,6.8838,2024-07-08
USD,EUR,0.92293,2024-07-08
USD,GBP,0.77905,2024-07-08
USD,HKD,7.8109,2024-07-08
USD,HUF,364.28,2024-07-08
USD,IDR,16266.0,2024-07-08
USD,ILS,3.6939,2024-07-08
USD,INR,83.5,2024-07-08
USD,ISK,137.79,2024-07-08
USD,JPY,160.93,2024-07-08
USD,KRW,1383.53,2024-07-08
USD,MXN,18.0341,2024-07-08
USD,MYR,4.709,2024-07-08
USD,NOK,10.5745,2024-07-08
USD,NZD,1.6294,2024-07-08
USD,PHP,58.571,2024-07-08
USD,PLN,3.9481,2024-07-08
USD,RON,4.5914,2024-07-08
USD,SEK,10.5035,2024-07-08
USD,SGD,1.3491,2024-07-08
USD,THB,36.42,2024-07-08
USD,TRY,32.731,2024-07-08
USD,ZAR,18.1469,2024-07-08
USD,AUD,1.4849,2024-07-07
USD,BGN,1.8069,2024-07-07
USD,BRL,5.4896,2024-07-07
USD,CAD,1.3614,2024-07-07
USD,CHF,0.89893,2024-07-07
USD,CNY,7.2667,2024-07-07
USD,CZK,23.283,2024-07-07
USD,DKK,6.8914,2024-07-07
USD,EUR,0.92387,2024-07-07
USD,GBP,0.78172,2024-07-07
USD,HKD,7.8108,2024-07-07
USD,HUF,362.67,2024-07-07
USD,IDR,16280.0,2024-07-07
USD,ILS,3.7111,2024-07-07
USD,INR,83.49,2024-07-07
USD,ISK,137.93,2024-07-07
USD,JPY,160.81,2024-07-07
USD,KRW,1380.97,2024-07-07
USD,MXN,18.0591,2024-07-07
USD,MYR,4.709,2024-07-07
USD,NOK,10.5765,2024-07-07
USD,NZD,1.6327,2024-07-07
USD,PHP,58.556,2024-07-07
USD,PLN,3.954,2024-07-07
USD,RON,4.5983,2024-07-07
USD,SEK,10.4957,2024-07-07
USD,SGD,1.35,2024-07-07
USD,THB,36.58,2024-07-07
USD,TRY,32.711,2024-07-07
USD,ZAR,18.2346,2024-07-07
USD,AUD,1.4832,2024-07-10
USD,BGN,1.8067,2024-07-10
USD,BRL,5.3982,2024-07-10
USD,CAD,1.3633,2024-07-10
USD,CHF,0.8982,2024-07-10
USD,CNY,7.276,2024-07-10
USD,CZK,23.445,2024-07-10
USD,DKK,6.8917,2024-07-10
USD,EUR,0.92379,2024-07-10
USD,GBP,0.78077,2024-07-10
USD,HKD,7.811,2024-07-10
USD,HUF,362.75,2024-07-10
USD,IDR,16220.0,2024-07-10
USD,ILS,3.6558,2024-07-10
USD,INR,83.51,2024-07-10
USD,ISK,137.74,2024-07-10
USD,JPY,161.47,2024-07-10
USD,KRW,1384.26,2024-07-10
USD,MXN,17.8202,2024-07-10
USD,MYR,4.7005,2024-07-10
USD,NOK,10.7224,2024-07-10
USD,NZD,1.6447,2024-07-10
USD,PHP,58.308,2024-07-10
USD,PLN,3.9312,2024-07-10
USD,RON,4.5944,2024-07-10
USD,SEK,10.5381,2024-07-10
USD,SGD,1.3492,2024-07-10
USD,THB,36.345,2024-07-10
USD,TRY,32.859,2024-07-10
USD,ZAR,18.0675,2024-07-10
USD,AUD,1.4762,2024-07-12
USD,BGN,1.796,2024-07-12
USD,BRL,5.4274,2024-07-12
USD,CAD,1.3622,2024-07-12
USD,CHF,0.89504,2024-07-12
USD,CNY,7.2529,2024-07-12
USD,CZK,23.27,2024-07-12
USD,DKK,6.8512,2024-07-12
USD,EUR,0.91827,2024-07-12
USD,GBP,0.77162,2024-07-12
USD,HKD,7.8071,2024-07-12
USD,HUF,359.87,2024-07-12
USD,IDR,16117.0,2024-07-12
USD,ILS,3.6298,2024-07-12
USD,INR,83.53,2024-07-12
USD,ISK,137.1,2024-07-12
USD,JPY,158.74,2024-07-12
USD,KRW,1375.47,2024-07-12
USD,MXN,17.733,2024-07-12
USD,MYR,4.6695,2024-07-12
USD,NOK,10.7461,2024-07-12
USD,NZD,1.6363,2024-07-12
USD,PHP,58.377,2024-07-12
USD,PLN,3.9071,2024-07-12
USD,RON,4.5665,2024-07-12
USD,SEK,10.5569,2024-07-12
USD,SGD,1.3428,2024-07-12
USD,THB,36.15,2024-07-12
USD,TRY,33.027,2024-07-12
USD,ZAR,17.9922,2024-07-12
USD,AUD,1.4809,2024-07-11
USD,BGN,1.8018,2024-07-11
USD,BRL,5.4161,2024-07-11
USD,CAD,1.3631,2024-07-11
USD,CHF,0.89811,2024-07-11
USD,CNY,7.265,2024-07-11
USD,CZK,23.363,2024-07-11
USD,DKK,6.873,2024-07-11
USD,EUR,0.92123,2024-07-11
USD,GBP,0.77665,2024-07-11
USD,HKD,7.809,2024-07-11
USD,HUF,362.92,2024-07-11
USD,IDR,16179.0,2024-07-11
USD,ILS,3.6404,2024-07-11
USD,INR,83.57,2024-07-11
USD,ISK,137.54,2024-07-11
USD,JPY,161.58,2024-07-11
USD,KRW,1380.05,2024-07-11
USD,MXN,17.8771,2024-07-11
USD,MYR,4.6875,2024-07-11
USD,NOK,10.7531,2024-07-11
USD,NZD,1.6431,2024-07-11
USD,PHP,58.294,2024-07-11
USD,PLN,3.9194,2024-07-11
USD,RON,4.5836,2024-07-11
USD,SEK,10.5196,2024-07-11
USD,SGD,1.3475,2024-07-11
USD,THB,36.285,2024-07-11
USD,TRY,32.869,2024-07-11
USD,ZAR,18.0811,2024-07-11
USD,AUD,1.4762,2024-07-13
USD,BGN,1.796,2024-07-13
USD,BRL,5.4274,2024-07-13
USD,CAD,1.3622,2024-07-13
USD,CHF,0.89504,2024-07-13
USD,CNY,7.2529,2024-07-13
USD,CZK,23.27,2024-07-13
USD,DKK,6.8512,2024-07-13
USD,EUR,0.91827,2024-07-13
USD,GBP,0.77162,2024-07-13
USD,HKD,7.8071,2024-07-13
USD,HUF,359.87,2024-07-13
USD,IDR,16117.0,2024-07-13
USD,ILS,3.6298,2024-07-13
USD,INR,83.53,2024-07-13
USD,ISK,137.1,2024-07-13
USD,JPY,158.74,2024-07-13
USD,KRW,1375.47,2024-07-13
USD,MXN,17.733,2024-07-13
USD,MYR,4.6695,2024-07-13
USD,NOK,10.7461,2024-07-13
USD,NZD,1.6363,2024-07-13
USD,PHP,58.377,2024-07-13
USD,PLN,3.9071,2024-07-13
USD,RON,4.5665,2024-07-13
USD,SEK,10.5569,2024-07-13
USD,SGD,1.3428,2024-07-13
USD,THB,36.15,2024-07-13
USD,TRY,33.027,2024-07-13
USD,ZAR,17.9922,2024-07-13
USD,AUD,1.475,2024-07-15
USD,BGN,1.7932,2024-07-15
USD,BRL,5.4401,2024-07-15
USD,CAD,1.3642,2024-07-15
USD,CHF,0.89438,2024-07-15
USD,CNY,7.2619,2024-07-15
USD,CZK,23.308,2024-07-15
USD,DKK,6.8409,2024-07-15
USD,EUR,0.91684,2024-07-15
USD,GBP,0.77056,2024-07-15
USD,HKD,7.8054,2024-07-15
USD,HUF,358.93,2024-07-15
USD,IDR,16186.0,2024-07-15
USD,ILS,3.6132,2024-07-15
USD,INR,83.59,2024-07-15
USD,ISK,136.88,2024-07-15
USD,JPY,158.01,2024-07-15
USD,KRW,1382.85,2024-07-15
USD,MXN,17.7905,2024-07-15
USD,MYR,4.6715,2024-07-15
USD,NOK,10.7692,2024-07-15
USD,NZD,1.6415,2024-07-15
USD,PHP,58.413,2024-07-15
USD,PLN,3.8961,2024-07-15
USD,RON,4.556,2024-07-15
USD,SEK,10.5781,2024-07-15
USD,SGD,1.3423,2024-07-15
USD,THB,36.19,2024-07-15
USD,TRY,33.057,2024-07-15
USD,ZAR,18.1832,2024-07-15
USD,AUD,1.4762,2024-07-14
USD,BGN,1.796,2024-07-14
USD,BRL,5.4274,2024-07-14
USD,CAD,1.3622,2024-07-14
USD,CHF,0.89504,2024-07-14
USD,CNY,7.2529,2024-07-14
USD,CZK,23.27,2024-07-14
USD,DKK,6.8512,2024-07-14
USD,EUR,0.91827,2024-07-14
USD,GBP,0.77162,2024-07-14
USD,HKD,7.8071,2024-07-14
USD,HUF,359.87,2024-07-14
USD,IDR,16117.0,2024-07-14
USD,ILS,3.6298,2024-07-14
USD,INR,83.53,2024-07-14
USD,ISK,137.1,2024-07-14
USD,JPY,158.74,2024-07-14
USD,KRW,1375.47,2024-07-14
USD,MXN,17.733,2024-07-14
USD,MYR,4.6695,2024-07-14
USD,NOK,10.7461,2024-07-14
USD,NZD,1.6363,2024-07-14
USD,PHP,58.377,2024-07-14
USD,PLN,3.9071,2024-07-14
USD,RON,4.5665,2024-07-14
USD,SEK,10.5569,2024-07-14
USD,SGD,1.3428,2024-07-14
USD,THB,36.15,2024-07-14
USD,TRY,33.027,2024-07-14
USD,ZAR,17.9922,2024-07-14
USD,AUD,1.4831,2024-07-16
USD,BGN,1.794,2024-07-16
USD,BRL,5.4327,2024-07-16
USD,CAD,1.3677,2024-07-16
USD,CHF,0.89534,2024-07-16
USD,CNY,7.2668,2024-07-16
USD,CZK,23.254,2024-07-16
USD,DKK,6.8438,2024-07-16
USD,EUR,0.91726,2024-07-16
USD,GBP,0.77103,2024-07-16
USD,HKD,7.8043,2024-07-16
USD,HUF,359.5,2024-07-16
USD,IDR,16174.0,2024-07-16
USD,ILS,3.6254,2024-07-16
USD,INR,83.57,2024-07-16
USD,ISK,136.95,2024-07-16
USD,JPY,158.37,2024-07-16
USD,KRW,1382.8,2024-07-16
USD,MXN,17.7329,2024-07-16
USD,MYR,4.676,2024-07-16
USD,NOK,10.8067,2024-07-16
USD,NZD,1.6474,2024-07-16
USD,PHP,58.415,2024-07-16
USD,PLN,3.9152,2024-07-16
USD,RON,4.5553,2024-07-16
USD,SEK,10.5985,2024-07-16
USD,SGD,1.3435,2024-07-16
USD,THB,36.075,2024-07-16
USD,TRY,33.093,2024-07-16
USD,ZAR,18.0762,2024-07-16
USD,AUD,1.4855,2024-07-18
USD,BGN,1.7894,2024-07-18
USD,BRL,5.4987,2024-07-18
USD,CAD,1.3681,2024-07-18
USD,CHF,0.88435,2024-07-18
USD,CNY,7.2577,2024-07-18
USD,CZK,23.114,2024-07-18
USD,DKK,6.8255,2024-07-18
USD,EUR,0.91491,2024-07-18
USD,GBP,0.77013,2024-07-18
USD,HKD,7.8088,2024-07-18
USD,HUF,356.57,2024-07-18
USD,IDR,16165.0,2024-07-18
USD,ILS,3.636,2024-07-18
USD,INR,83.63,2024-07-18
USD,ISK,136.78,2024-07-18
USD,JPY,156.47,2024-07-18
USD,KRW,1382.78,2024-07-18
USD,MXN,17.7196,2024-07-18
USD,MYR,4.6675,2024-07-18
USD,NOK,10.7484,2024-07-18
USD,NZD,1.6478,2024-07-18
USD,PHP,58.309,2024-07-18
USD,PLN,3.9266,2024-07-18
USD,RON,4.5465,2024-07-18
USD,SEK,10.5524,2024-07-18
USD,SGD,1.3408,2024-07-18
USD,THB,35.955,2024-07-18
USD,TRY,33.088,2024-07-18
USD,ZAR,18.2022,2024-07-18
USD,AUD,1.4946,2024-07-19
USD,BGN,1.796,2024-07-19
USD,BRL,5.5375,2024-07-19
USD,CAD,1.3717,2024-07-19
USD,CHF,0.88962,2024-07-19
USD,CNY,7.2695,2024-07-19
USD,CZK,23.197,2024-07-19
USD,DKK,6.8512,2024-07-19
USD,EUR,0.91827,2024-07-19
USD,GBP,0.77392,2024-07-19
USD,HKD,7.8098,2024-07-19
USD,HUF,358.95,2024-07-19
USD,IDR,16197.0,2024-07-19
USD,ILS,3.6552,2024-07-19
USD,INR,83.67,2024-07-19
USD,ISK,137.47,2024-07-19
USD,JPY,157.58,2024-07-19
USD,KRW,1387.85,2024-07-19
USD,MXN,17.9123,2024-07-19
USD,MYR,4.6875,2024-07-19
USD,NOK,10.859,2024-07-19
USD,NZD,1.6609,2024-07-19
USD,PHP,58.355,2024-07-19
USD,PLN,3.9351,2024-07-19
USD,RON,4.5649,2024-07-19
USD,SEK,10.6612,2024-07-19
USD,SGD,1.3448,2024-07-19
USD,THB,36.285,2024-07-19
USD,TRY,33.05,2024-07-19
USD,ZAR,18.3308,2024-07-19
USD,AUD,1.4836,2024-07-17
USD,BGN,1.7887,2024-07-17
USD,BRL,5.4404,2024-07-17
USD,CAD,1.3672,2024-07-17
USD,CHF,0.8865,2024-07-17
USD,CNY,7.2592,2024-07-17
USD,CZK,23.13,2024-07-17
USD,DKK,6.8223,2024-07-17
USD,EUR,0.91458,2024-07-17
USD,GBP,0.76747,2024-07-17
USD,HKD,7.8076,2024-07-17
USD,HUF,357.86,2024-07-17
USD,IDR,16128.0,2024-07-17
USD,ILS,3.6311,2024-07-17
USD,INR,83.56,2024-07-17
USD,ISK,136.55,2024-07-17
USD,JPY,156.58,2024-07-17
USD,KRW,1379.26,2024-07-17
USD,MXN,17.778,2024-07-17
USD,MYR,4.6635,2024-07-17
USD,NOK,10.7532,2024-07-17
USD,NZD,1.644,2024-07-17
USD,PHP,58.261,2024-07-17
USD,PLN,3.9279,2024-07-17
USD,RON,4.5432,2024-07-17
USD,SEK,10.5254,2024-07-17
USD,SGD,1.3408,2024-07-17
USD,THB,35.935,2024-07-17
USD,TRY,33.096,2024-07-17
USD,ZAR,18.1793,2024-07-17
USD,AUD,1.5035,2024-07-22
USD,BGN,1.7963,2024-07-22
USD,BRL,5.6012,2024-07-22
USD,CAD,1.375,2024-07-22
USD,CHF,0.88823,2024-07-22
USD,CNY,7.2732,2024-07-22
USD,CZK,23.173,2024-07-22
USD,DKK,6.8531,2024-07-22
USD,EUR,0.91844,2024-07-22
USD,GBP,0.77347,2024-07-22
USD,HKD,7.8073,2024-07-22
USD,HUF,357.94,2024-07-22
USD,IDR,16209.0,2024-07-22
USD,ILS,3.6364,2024-07-22
USD,INR,83.66,2024-07-22
USD,ISK,137.86,2024-07-22
USD,JPY,156.87,2024-07-22
USD,KRW,1388.02,2024-07-22
USD,MXN,18.0434,2024-07-22
USD,MYR,4.6805,2024-07-22
USD,NOK,10.9446,2024-07-22
USD,NZD,1.6689,2024-07-22
USD,PHP,58.39,2024-07-22
USD,PLN,3.9298,2024-07-22
USD,RON,4.5665,2024-07-22
USD,SEK,10.681,2024-07-22
USD,SGD,1.3453,2024-07-22
USD,THB,36.315,2024-07-22
USD,TRY,32.978,2024-07-22
USD,ZAR,18.2722,2024-07-22
USD,AUD,1.4946,2024-07-21
USD,BGN,1.796,2024-07-21
USD,BRL,5.5375,2024-07-21
USD,CAD,1.3717,2024-07-21
USD,CHF,0.88962,2024-07-21
USD,CNY,7.2695,2024-07-21
USD,CZK,23.197,2024-07-21
USD,DKK,6.8512,2024-07-21
USD,EUR,0.91827,2024-07-21
USD,GBP,0.77392,2024-07-21
USD,HKD,7.8098,2024-07-21
USD,HUF,358.95,2024-07-21
USD,IDR,16197.0,2024-07-21
USD,ILS,3.6552,2024-07-21
USD,INR,83.67,2024-07-21
USD,ISK,137.47,2024-07-21
USD,JPY,157.58,2024-07-21
USD,KRW,1387.85,2024-07-21
USD,MXN,17.9123,2024-07-21
USD,MYR,4.6875,2024-07-21
USD,NOK,10.859,2024-07-21
USD,NZD,1.6609,2024-07-21
USD,PHP,58.355,2024-07-21
USD,PLN,3.9351,2024-07-21
USD,RON,4.5649,2024-07-21
USD,SEK,10.6612,2024-07-21
USD,SGD,1.3448,2024-07-21
USD,THB,36.285,2024-07-21
USD,TRY,33.05,2024-07-21
USD,ZAR,18.3308,2024-07-21
USD,AUD,1.4946,2024-07-20
USD,BGN,1.796,2024-07-20
USD,BRL,5.5375,2024-07-20
USD,CAD,1.3717,2024-07-20
USD,CHF,0.88962,2024-07-20
USD,CNY,7.2695,2024-07-20
USD,CZK,23.197,2024-07-20
USD,DKK,6.8512,2024-07-20
USD,EUR,0.91827,2024-07-20
USD,GBP,0.77392,2024-07-20
USD,HKD,7.8098,2024-07-20
USD,HUF,358.95,2024-07-20
USD,IDR,16197.0,2024-07-20
USD,ILS,3.6552,2024-07-20
USD,INR,83.67,2024-07-20
USD,ISK,137.47,2024-07-20
USD,JPY,157.58,2024-07-20
USD,KRW,1387.85,2024-07-20
USD,MXN,17.9123,2024-07-20
USD,MYR,4.6875,2024-07-20
USD,NOK,10.859,2024-07-20
USD,NZD,1.6609,2024-07-20
USD,PHP,58.355,2024-07-20
USD,PLN,3.9351,2024-07-20
USD,RON,4.5649,2024-07-20
USD,SEK,10.6612,2024-07-20
USD,SGD,1.3448,2024-07-20
USD,THB,36.285,2024-07-20
USD,TRY,33.05,2024-07-20
USD,ZAR,18.3308,2024-07-20
USD,AUD,1.5098,2024-07-23
USD,BGN,1.8009,2024-07-23
USD,BRL,5.5796,2024-07-23
USD,CAD,1.3761,2024-07-23
USD,CHF,0.89144,2024-07-23
USD,CNY,7.2747,2024-07-23
USD,CZK,23.354,2024-07-23
USD,DKK,6.8702,2024-07-23
USD,EUR,0.92081,2024-07-23
USD,GBP,0.77415,2024-07-23
USD,HKD,7.8074,2024-07-23
USD,HUF,359.51,2024-07-23
USD,IDR,16216.0,2024-07-23
USD,ILS,3.6201,2024-07-23
USD,INR,83.71,2024-07-23
USD,ISK,137.85,2024-07-23
USD,JPY,156.21,2024-07-23
USD,KRW,1386.36,2024-07-23
USD,MXN,17.9792,2024-07-23
USD,MYR,4.672,2024-07-23
USD,NOK,11.0161,2024-07-23
USD,NZD,1.6767,2024-07-23
USD,PHP,58.47,2024-07-23
USD,PLN,3.9383,2024-07-23
USD,RON,4.5791,2024-07-23
USD,SEK,10.7491,2024-07-23
USD,SGD,1.3458,2024-07-23
USD,THB,36.21,2024-07-23
USD,TRY,32.927,2024-07-23
USD,ZAR,18.4227,2024-07-23
USD,AUD,1.5144,2024-07-24
USD,BGN,1.8029,2024-07-24
USD,BRL,5.6009,2024-07-24
USD,CAD,1.3784,2024-07-24
USD,CHF,0.88579,2024-07-24
USD,CNY,7.2764,2024-07-24
USD,CZK,23.438,2024-07-24
USD,DKK,6.8785,2024-07-24
USD,EUR,0.92183,2024-07-24
USD,GBP,0.77409,2024-07-24
USD,HKD,7.8094,2024-07-24
USD,HUF,362.54,2024-07-24
USD,IDR,16244.0,2024-07-24
USD,ILS,3.6323,2024-07-24
USD,INR,83.71,2024-07-24
USD,ISK,138.0,2024-07-24
USD,JPY,154.16,2024-07-24
USD,KRW,1382.75,2024-07-24
USD,MXN,18.2626,2024-07-24
USD,MYR,4.6725,2024-07-24
USD,NOK,11.0085,2024-07-24
USD,NZD,1.6839,2024-07-24
USD,PHP,58.59,2024-07-24
USD,PLN,3.9537,2024-07-24
USD,RON,4.582,2024-07-24
USD,SEK,10.7739,2024-07-24
USD,SGD,1.3438,2024-07-24
USD,THB,36.133,2024-07-24
USD,TRY,32.864,2024-07-24
USD,ZAR,18.3132,2024-07-24
USD,AUD,1.5333,2024-07-25
USD,BGN,1.8024,2024-07-25
USD,BRL,5.6804,2024-07-25
USD,CAD,1.3842,2024-07-25
USD,CHF,0.87863,2024-07-25
USD,CNY,7.2188,2024-07-25
USD,CZK,23.398,2024-07-25
USD,DKK,6.8772,2024-07-25
USD,EUR,0.92157,2024-07-25
USD,GBP,0.7767,2024-07-25
USD,HKD,7.8041,2024-07-25
USD,HUF,362.48,2024-07-25
USD,IDR,16316.0,2024-07-25
USD,ILS,3.6555,2024-07-25
USD,INR,83.76,2024-07-25
USD,ISK,137.78,2024-07-25
USD,JPY,152.63,2024-07-25
USD,KRW,1379.9,2024-07-25
USD,MXN,18.5218,2024-07-25
USD,MYR,4.663,2024-07-25
USD,NOK,11.1349,2024-07-25
USD,NZD,1.6958,2024-07-25
USD,PHP,58.59,2024-07-25
USD,PLN,3.9598,2024-07-25
USD,RON,4.5799,2024-07-25
USD,SEK,10.8506,2024-07-25
USD,SGD,1.3424,2024-07-25
USD,THB,36.185,2024-07-25
USD,TRY,33.092,2024-07-25
USD,ZAR,18.4914,2024-07-25
USD,AUD,1.5248,2024-07-26
USD,BGN,1.8009,2024-07-26
USD,BRL,5.6326,2024-07-26
USD,CAD,1.382,2024-07-26
USD,CHF,0.88343,2024-07-26
USD,CNY,7.2514,2024-07-26
USD,CZK,23.361,2024-07-26
USD,DKK,6.8716,2024-07-26
USD,EUR,0.92081,2024-07-26
USD,GBP,0.77696,2024-07-26
USD,HKD,7.8068,2024-07-26
USD,HUF,359.99,2024-07-26
USD,IDR,16293.0,2024-07-26
USD,ILS,3.6637,2024-07-26
USD,INR,83.75,2024-07-26
USD,ISK,137.85,2024-07-26
USD,JPY,154.55,2024-07-26
USD,KRW,1385.96,2024-07-26
USD,MXN,18.3475,2024-07-26
USD,MYR,4.6575,2024-07-26
USD,NOK,10.9917,2024-07-26
USD,NZD,1.6968,2024-07-26
USD,PHP,58.358,2024-07-26
USD,PLN,3.9355,2024-07-26
USD,RON,4.5781,2024-07-26
USD,SEK,10.8034,2024-07-26
USD,SGD,1.3438,2024-07-26
USD,THB,36.015,2024-07-26
USD,TRY,32.963,2024-07-26
USD,ZAR,18.2432,2024-07-26
USD,AUD,1.5248,2024-07-27
USD,BGN,1.8009,2024-07-27
USD,BRL,5.6326,2024-07-27
USD,CAD,1.382,2024-07-27
USD,CHF,0.88343,2024-07-27
USD,CNY,7.2514,2024-07-27
USD,CZK,23.361,2024-07-27
USD,DKK,6.8716,2024-07-27
USD,EUR,0.92081,2024-07-27
USD,GBP,0.77696,2024-07-27
USD,HKD,7.8068,2024-07-27
USD,HUF,359.99,2024-07-27
USD,IDR,16293.0,2024-07-27
USD,ILS,3.6637,2024-07-27
USD,INR,83.75,2024-07-27
USD,ISK,137.85,2024-07-27
USD,JPY,154.55,2024-07-27
USD,KRW,1385.96,2024-07-27
USD,MXN,18.3475,2024-07-27
USD,MYR,4.6575,2024-07-27
USD,NOK,10.9917,2024-07-27
USD,NZD,1.6968,2024-07-27
USD,PHP,58.358,2024-07-27
USD,PLN,3.9355,2024-07-27
USD,RON,4.5781,2024-07-27
USD,SEK,10.8034,2024-07-27
USD,SGD,1.3438,2024-07-27
USD,THB,36.015,2024-07-27
USD,TRY,32.963,2024-07-27
USD,ZAR,18.2432,2024-07-27
USD,AUD,1.5248,2024-07-28
USD,BGN,1.8009,2024-07-28
USD,BRL,5.6326,2024-07-28
USD,CAD,1.382,2024-07-28
USD,CHF,0.88343,2024-07-28
USD,CNY,7.2514,2024-07-28
USD,CZK,23.361,2024-07-28
USD,DKK,6.8716,2024-07-28
USD,EUR,0.92081,2024-07-28
USD,GBP,0.77696,2024-07-28
USD,HKD,7.8068,2024-07-28
USD,HUF,359.99,2024-07-28
USD,IDR,16293.0,2024-07-28
USD,ILS,3.6637,2024-07-28
USD,INR,83.75,2024-07-28
USD,ISK,137.85,2024-07-28
USD,JPY,154.55,2024-07-28
USD,KRW,1385.96,2024-07-28
USD,MXN,18.3475,2024-07-28
USD,MYR,4.6575,2024-07-28
USD,NOK,10.9917,2024-07-28
USD,NZD,1.6968,2024-07-28
USD,PHP,58.358,2024-07-28
USD,PLN,3.9355,2024-07-28
USD,RON,4.5781,2024-07-28
USD,SEK,10.8034,2024-07-28
USD,SGD,1.3438,2024-07-28
USD,THB,36.015,2024-07-28
USD,TRY,32.963,2024-07-28
USD,ZAR,18.2432,2024-07-28
USD,AUD,1.5285,2024-07-29
USD,BGN,1.8081,2024-07-29
USD,BRL,5.6545,2024-07-29
USD,CAD,1.3845,2024-07-29
USD,CHF,0.88546,2024-07-29
USD,CNY,7.2588,2024-07-29
USD,CZK,23.455,2024-07-29
USD,DKK,6.8989,2024-07-29
USD,EUR,0.92447,2024-07-29
USD,GBP,0.77974,2024-07-29
USD,HKD,7.8109,2024-07-29
USD,HUF,362.85,2024-07-29
USD,IDR,16280.0,2024-07-29
USD,ILS,3.7276,2024-07-29
USD,INR,83.73,2024-07-29
USD,ISK,138.58,2024-07-29
USD,JPY,153.87,2024-07-29
USD,KRW,1383.39,2024-07-29
USD,MXN,18.4358,2024-07-29
USD,MYR,4.639,2024-07-29
USD,NOK,11.0155,2024-07-29
USD,NZD,1.7027,2024-07-29
USD,PHP,58.559,2024-07-29
USD,PLN,3.9695,2024-07-29
USD,RON,4.5969,2024-07-29
USD,SEK,10.8408,2024-07-29
USD,SGD,1.3442,2024-07-29
USD,THB,35.975,2024-07-29
USD,TRY,33.013,2024-07-29
USD,ZAR,18.4008,2024-07-29
USD,AUD,1.5363,2024-07-31
USD,BGN,1.8062,2024-07-31
USD,BRL,5.6219,2024-07-31
USD,CAD,1.3832,2024-07-31
USD,CHF,0.8804,2024-07-31
USD,CNY,7.2215,2024-07-31
USD,CZK,23.51,2024-07-31
USD,DKK,6.8915,2024-07-31
USD,EUR,0.92353,2024-07-31
USD,GBP,0.77928,2024-07-31
USD,HKD,7.8121,2024-07-31
USD,HUF,365.52,2024-07-31
USD,IDR,16286.0,2024-07-31
USD,ILS,3.77,2024-07-31
USD,INR,83.69,2024-07-31
USD,ISK,138.44,2024-07-31
USD,JPY,150.31,2024-07-31
USD,KRW,1372.33,2024-07-31
USD,MXN,18.7772,2024-07-31
USD,MYR,4.5945,2024-07-31
USD,NOK,10.9138,2024-07-31
USD,NZD,1.689,2024-07-31
USD,PHP,58.384,2024-07-31
USD,PLN,3.9627,2024-07-31
USD,RON,4.5945,2024-07-31
USD,SEK,10.7245,2024-07-31
USD,SGD,1.3383,2024-07-31
USD,THB,35.675,2024-07-31
USD,TRY,33.162,2024-07-31
USD,ZAR,18.2305,2024-07-31
USD,AUD,1.5299,2024-07-30
USD,BGN,1.8069,2024-07-30
USD,BRL,5.6211,2024-07-30
USD,CAD,1.3854,2024-07-30
USD,CHF,0.88618,2024-07-30
USD,CNY,7.2514,2024-07-30
USD,CZK,23.493,2024-07-30
USD,DKK,6.8938,2024-07-30
USD,EUR,0.92387,2024-07-30
USD,GBP,0.77846,2024-07-30
USD,HKD,7.8121,2024-07-30
USD,HUF,364.47,2024-07-30
USD,IDR,16336.0,2024-07-30
USD,ILS,3.7361,2024-07-30
USD,INR,83.72,2024-07-30
USD,ISK,138.12,2024-07-30
USD,JPY,154.85,2024-07-30
USD,KRW,1384.51,2024-07-30
USD,MXN,18.6188,2024-07-30
USD,MYR,4.6225,2024-07-30
USD,NOK,10.9835,2024-07-30
USD,NZD,1.6986,2024-07-30
USD,PHP,58.668,2024-07-30
USD,PLN,3.9577,2024-07-30
USD,RON,4.5977,2024-07-30
USD,SEK,10.7964,2024-07-30
USD,SGD,1.3446,2024-07-30
USD,THB,35.995,2024-07-30
USD,TRY,33.093,2024-07-30
USD,ZAR,18.368,2024-07-30
USD,AUD,1.5294,2024-08-01
USD,BGN,1.8128,2024-08-01
USD,BRL,5.665,2024-08-01
USD,CAD,1.3821,2024-08-01
USD,CHF,0.87747,2024-08-01
USD,CNY,7.2484,2024-08-01
USD,CZK,23.593,2024-08-01
USD,DKK,6.9157,2024-08-01
